##2015년 8월 31일 http://www.krx.co.kr/에서 다운로드받음. ,,,,,,,,,,,,http://financialfreedom.kr/834,
market,code,company,categoryCode,category,stocks,capitalStock,parValue,currency,tel,address,code.yahoo,code.google,
코스피,006090,사조오양,010301,어로 어업,"9,422,739","47,113,695,000","5,000",원(KRW),02-3470-6030,서울특별시 서초구 남부순환로 2159 (방배동),006090.KS,KRX:006090,
코스피,079660,사조해표,031007,기타 식품 제조업,"7,160,000","35,800,000,000","5,000",원(KRW),02-2007-3112,"서울특별시 서초구 남부순환로 2159 (방배동,3층)",079660.KS,KRX:079660,
코스피,005090,삼광글라스,032301,유리 및 유리제품 제조업,"4,854,418","24,272,090,000","5,000",원(KRW),02-489-8000,"서울특별시 서초구 양재대로 246 2층,3층 한국소비자원",005090.KS,KRX:005090,
코스피,005610,삼립식품,031007,기타 식품 제조업,"8,629,009","43,145,045,000","5,000",원(KRW),02-2276-5061,경기도 시흥시 공단1대로 101,005610.KS,KRX:005610,
코스피,001470,삼부토건,064102,토목 건설업,"8,802,687","44,013,435,000","5,000",원(KRW),02-3706-2114,서울특별시 중구 퇴계로 63 삼부빌딩,001470.KS,KRX:001470,
코스피,006400,삼성SDI,032802,일차전지 및 축전지 제조업,"68,764,530","356,712,130,000","5,000",원(KRW),031-8006-3100,경기도 용인시 기흥구 공세로 150-20,006400.KS,KRX:006400,
코스피,006660,삼성공조,033003,자동차 부품 제조업,"8,126,314","4,063,157,000",500,원(KRW),055-280-2733,경상남도 창원시 성산구 연덕로 176 삼성공조(주),006660.KS,KRX:006660,
코스피,000830,삼성물산,074607,기타 전문 도매업,"156,217,764","804,332,085,000","5,000",원(KRW),02-2145-2114,서울특별시 서초구 서초대로74길 14 삼성물산(주),000830.KS,KRX:000830,
코스피,032830,삼성생명,116501,보험업,"200,000,000","100,000,000,000",500,원(KRW),02-751-8157,서울특별시 중구 세종대로 55 삼성생명빌딩,032830.KS,KRX:032830,
코스피,018260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","77,377,800","38,688,900,000",500,원(KRW),02-6155-3114,서울특별시 송파구 올림픽로35길 125(신천동),018260.KS,KRX:018260,
코스피,028050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련기술 서비스업","40,000,000","200,000,000,000","5,000",원(KRW),02-2053-3000,서울특별시 강동구 상일동 500 삼성 GEC,028050.KS,KRX:028050,
코스피,009150,삼성전기,032602,전자부품 제조업,"74,693,696","388,003,400,000","5,000",원(KRW),031-210-5114,경기도 수원시 영통구 매영로 150,009150.KS,KRX:009150,
코스피,005930,삼성전자,032604,통신 및 방송 장비 제조업,"147,299,337","897,513,820,000","5,000",원(KRW),031-200-1114,경기도 수원시 영통구 삼성로 129 (매탄동),005930.KS,KRX:005930,"3,567,361"
코스피,004000,삼성정밀화학,032001,기초화학물질 제조업,"25,800,000","129,000,000,000","5,000",원(KRW),052-270-6112-4,울산광역시 남구 여천로217번길 19,004000.KS,KRX:004000,
코스피,001360,삼성제약,032102,의약품 제조업,"26,417,302","13,208,651,000",500,원(KRW),031-353-6681,경기도 화성시 향남읍 제약공단2길 35 삼성제약(주),001360.KS,KRX:001360,
코스피,010140,삼성중공업,033101,선박 및 보트 건조업,"230,875,386","1,154,951,155,000","5,000",원(KRW),02-3458-6177,서울특별시 서초구 서초대로74길 4 삼성생명서초타워,010140.KS,KRX:010140,
코스피,016360,삼성증권,116601,금융지원 서비스업,"76,435,165","394,153,905,000","5,000",원(KRW),02-2020-8000,서울특별시 중구 세종대로 67,016360.KS,KRX:016360,
코스피,068290,삼성출판사,105801,"서적, 잡지 및 기타 인쇄물 출판업","10,000,000","5,000,000,000",500,원(KRW),02-3470-6800,서울특별시 서초구 명달로 94 (주)삼성출판사,068290.KS,KRX:068290,
코스피,029780,삼성카드,116409,기타 금융업,"115,858,891","614,794,455,000","5,000",원(KRW),02-1588-8700,서울특별시 중구 세종대로 67,029780.KS,KRX:029780,
코스피,000810,삼성화재해상보험,116501,보험업,"47,374,837","26,473,418,500",500,원(KRW),02-1588-5114,서울 중구 을지로1가 87,000810.KS,KRX:000810,
코스피,006110,삼아알미늄,032402,1차 비철금속 제조업,"11,000,000","5,500,000,000",500,원(KRW),031-467-6800,경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사,006110.KS,KRX:006110,
코스피,145990,삼양사,031007,기타 식품 제조업,"6,136,619","31,506,495,000","5,000",원(KRW),02-740-7114,서울특별시 종로구 종로33길 31 삼양사,145990.KS,KRX:145990,
코스피,003230,삼양식품,031007,기타 식품 제조업,"7,533,015","37,665,075,000","5,000",원(KRW),02-940-3000,서울특별시 성북구 오패산로3길 104,003230.KS,KRX:003230,
코스피,003940,삼양제넥스,031007,기타 식품 제조업,"1,905,907","10,387,970,000","5,000",원(KRW),02-740-7115,서울특별시 종로구 종로33길 31,003940.KS,KRX:003940,
코스피,002170,삼양통상,031501,"가죽, 가방 및 유사제품 제조업","3,000,000","15,000,000,000","5,000",원(KRW),02-3453-3961,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층,002170.KS,KRX:002170,
코스피,000070,삼양홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","8,564,271","44,341,645,000","5,000",원(KRW),02-740-7114,서울특별시 종로구 종로33길 31,000070.KS,KRX:000070,
코스피,002810,삼영무역,074607,기타 전문 도매업,"16,466,623","8,233,311,500",500,원(KRW),02-320-4114,서울특별시 마포구 양화로 111,002810.KS,KRX:002810,
코스피,005680,삼영전자공업,032602,전자부품 제조업,"20,000,000","10,000,000,000",500,원(KRW),031-743-6701,경기도 성남시 중원구 사기막골로 47 (상대원동),005680.KS,KRX:005680,
코스피,003720,삼영화학공업,032202,플라스틱제품 제조업,"34,000,000","17,000,000,000",500,원(KRW),02-757-2291-3,서울특별시 중구 퇴계로 307광희빌딩 5층,003720.KS,KRX:003720,
코스피,023000,삼원강재,033003,자동차 부품 제조업,"40,000,000","20,000,000,000",500,원(KRW),054-278-1983-8,경상북도 포항시 남구 대송면 철강산단로66번길 40,023000.KS,KRX:023000,
코스피,004380,삼익THK,032901,일반 목적용 기계 제조업,"21,000,000","10,500,000,000",500,원(KRW),053-665-7000,대구광역시 달서구 성서동로 163,004380.KS,KRX:004380,
코스피,002450,삼익악기,033302,악기 제조업,"83,864,249","41,932,124,500",500,원(KRW),043-1688-3151,충청북도 음성군 소이면 소이로 313,002450.KS,KRX:002450,
코스피,000520,삼일제약,032102,의약품 제조업,"5,500,000","5,500,000,000","1,000",원(KRW),02-520-0300,"서울특별시 서초구 효령로 155 (방배동, 삼일제약 사옥)",000520.KS,KRX:000520,
코스피,009770,삼정펄프,031701,"펄프, 종이 및 판지 제조업","2,499,971","12,499,855,000","5,000",원(KRW),02-743-7071,경기 평택시 고덕면 해창리 250,009770.KS,KRX:009770,
코스피,005500,삼진제약,032102,의약품 제조업,"13,900,000","13,900,000,000","1,000",원(KRW),02-3140-0700,서울특별시 마포구 와우산로 121 삼진제약사옥,005500.KS,KRX:005500,
코스피,004690,삼천리,043502,가스 제조 및 배관공급업,"4,055,025","20,275,125,000","5,000",원(KRW),02-368-3300,"서울특별시 영등포구 국제금융로6길 42 (여의도동, 삼천리빌딩)",004690.KS,KRX:004690,
코스피,001880,삼호,064101,건물 건설업,"15,179,766","75,898,830,000","5,000",원(KRW),032-518-3535,인천광역시 남동구 미래로 14,001880.KS,KRX:001880,
코스피,010960,삼호개발,064201,기반조성 및 시설물 축조관련 전문공사업,"25,000,000","12,500,000,000",500,원(KRW),02-2046-7722,충청남도 당진시 면천면 면천로 183,010960.KS,KRX:010960,
코스피,004450,삼화왕관,032509,기타 금속가공제품 제조업,"2,154,379","10,771,895,000","5,000",원(KRW),031-490-8400,경기도 안산시 단원구 강촌로 140 삼화왕관(주),004450.KS,KRX:004450,
코스피,009470,삼화전기,032602,전자부품 제조업,"6,613,820","6,613,820,000","1,000",원(KRW),043-261-0200,충청북도 청주시 흥덕구 봉명로 3 (복대동),009470.KS,KRX:009470,
코스피,011230,삼화전자공업,032605,영상 및 음향기기 제조업,"11,617,800","11,617,800,000","1,000",원(KRW),031-374-5501,경기도 용인시 처인구 남사면 경기동로 215 삼화전자공업(주),011230.KS,KRX:011230,
코스피,001820,삼화콘덴서공업,032602,전자부품 제조업,"10,395,000","10,395,000,000","1,000",원(KRW),031-332-6441,경기도 용인시 처인구 남사면 경기동로 227,001820.KS,KRX:001820,
코스피,000390,삼화페인트공업,032004,기타 화학제품 제조업,"22,400,000","11,200,000,000",500,원(KRW),031-499-0394-6,경기도 안산시 단원구 별망로 178,000390.KS,KRX:000390,
코스피,013700,삼환까뮤,064101,건물 건설업,"4,515,228","22,576,140,000","5,000",원(KRW),031-633-9114,경기도 이천시 대월면 경충대로 1937번길 57,013700.KS,KRX:013700,
코스피,041650,상신브레이크,033003,자동차 부품 제조업,"21,471,450","10,735,725,000",500,원(KRW),053-616-9555,대구광역시 달성군 논공읍 논공중앙로33길 10,041650.KS,KRX:041650,
코스피,075180,새론오토모티브,033003,자동차 부품 제조업,"19,200,000","9,600,000,000",500,원(KRW),041-560-4114,충청남도 천안시 동남구 병천면 가전5길 133,075180.KS,KRX:075180,
코스피,007540,샘표식품,031007,기타 식품 제조업,"4,444,000","4,444,000,000","1,000",원(KRW),02-3393-5500,서울특별시 중구 충무로 2,007540.KS,KRX:007540,
코스피,007860,서연,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","22,485,004","11,242,502,000",500,원(KRW),02-2618-5231,서울특별시 강남구 강남대로 330,007860.KS,KRX:007860,
코스피,017390,서울도시가스,043502,가스 제조 및 배관공급업,"5,000,000","35,000,000,000","5,000",원(KRW),02-810-8000,서울특별시 강서구 공항대로 607 (염창동),017390.KS,KRX:017390,
코스피,004410,서울식품공업,031007,기타 식품 제조업,"13,216,400","33,263,450,000","2,500",원(KRW),043-720-7000,충청북도 충주시 충원대로 862,004410.KS,KRX:004410,
코스피,021050,서원,032403,금속 주조업,"27,974,590","13,987,295,000",500,원(KRW),031-365-8700,"경기도 안산시 단원구 산단로67번길 94 (목내동, (주)서원)",021050.KS,KRX:021050,
코스피,008490,서흥,032004,기타 화학제품 제조업,"11,569,113","6,084,556,500",500,원(KRW),043-249-4100,충청북도 청주시 흥덕구 오송읍 오송생명로 61 -,008490.KS,KRX:008490,
코스피,007610,선도전기,032801,"전동기, 발전기 및 전기 변환 공급 제어 장치 제조업","18,000,000","9,000,000,000",500,원(KRW),031-491-2284,경기도 안산시 단원구 원시로 86,007610.KS,KRX:007610,
코스피,136490,선진,031008,동물용 사료 및 조제식품 제조업,"8,140,000","4,070,000,000",500,원(KRW),031-637-1180,경기도 이천시 대월면 사동로 76,136490.KS,KRX:136490,
코스피,002820,선창산업,031602,나무제품 제조업,"12,428,168","12,428,168,000","1,000",원(KRW),032-770-3000,인천광역시 중구 월미로 96,002820.KS,KRX:002820,
코스피,014910,성문전자,032602,전자부품 제조업,"15,088,035","7,844,017,500",500,원(KRW),031-650-2800,경기도 평택시 세교산단로 61,014910.KS,KRX:014910,
코스피,003080,성보화학,032004,기타 화학제품 제조업,"2,002,000","10,010,000,000","5,000",원(KRW),02-3789-3800,경기도 고양시 덕양구 대덕산로 106,003080.KS,KRX:003080,
코스피,004980,성신양회,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","23,528,636","126,109,360,000","5,000",원(KRW),02-3782-7000,서울특별시 종로구 인사동5길 29,004980.KS,KRX:004980,
코스피,011300,성안,031302,직물직조 및 직물제품 제조업,"56,857,860","28,428,930,000",500,원(KRW),053-382-4772,대구광역시 북구 검단동로 35 (검단동),011300.KS,KRX:011300,
코스피,005980,성지건설,064102,토목 건설업,"9,746,620","48,733,100,000","5,000",원(KRW),031-272-0972,경기도 용인시 수지구 수지로296번길 51-9,005980.KS,KRX:005980,
코스피,000180,성창기업지주,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","5,775,160","30,000,000,000","5,000",원(KRW),051-260-3333,부산광역시 사하구 다대로 627 (다대동),000180.KS,KRX:000180,
코스피,002420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","407,592","2,037,960,000","5,000",원(KRW),02-3393-3500,서울특별시 중구 퇴계로 212,002420.KS,KRX:002420,
코스피,004360,세방,084903,도로 화물 운송업,"19,308,690","11,498,970,000",500,원(KRW),051-630-5300,부산광역시 남구 북항로 141,004360.KS,KRX:004360,
코스피,004490,세방전지,032802,일차전지 및 축전지 제조업,"14,000,000","7,000,000,000",500,원(KRW),02-3451-6201,서울특별시 강남구 선릉로 433,004490.KS,KRX:004490,
코스피,001430,세아베스틸,032401,1차 철강 제조업,"35,862,119","219,310,595,000","5,000",원(KRW),02-6970-2021,서울시 마포구 양화로 45,001430.KS,KRX:001430,
코스피,003030,세아제강,032401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),02-6970-1000,서울시마포구 양화로 45,003030.KS,KRX:003030,
코스피,019440,세아특수강,032401,1차 철강 제조업,"8,570,000","42,850,000,000","5,000",원(KRW),054-285-4771,경상북도 포항시 남구 괴동로 40,019440.KS,KRX:019440,
코스피,058650,세아홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","4,000,000","20,000,000,000","5,000",원(KRW),02-6970-0110,서울특별시 마포구 양화로 45,058650.KS,KRX:058650,
코스피,013000,세우글로벌,074607,기타 전문 도매업,"23,690,705","11,845,352,500",500,원(KRW),032-868-1100,인천광역시 남구 염전로261번길 26-48,013000.KS,KRX:013000,
코스피,091090,세원셀론텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","45,809,880","22,904,940,000",500,원(KRW),02-2167-9000,서울특별시 영등포구 의사당대로 83 한국휴렛팩커드빌딩 6층 세원셀론텍(주),091090.KS,KRX:091090,
코스피,021820,세원정공,033003,자동차 부품 제조업,"10,000,000","5,000,000,000",500,원(KRW),053-582-5161,대구광역시 달서구 달서대로 554,021820.KS,KRX:021820,
코스피,067830,세이브존I&C,074701,종합 소매업,"41,040,895","41,040,895,000","1,000",원(KRW),032-320-9032,서울특별시 노원구 한글비석로 57 (하계동),067830.KS,KRX:067830,
코스피,033530,세종공업,033003,자동차 부품 제조업,"20,054,430","10,027,215,000",500,원(KRW),052-219-1699,울산광역시 북구 공단길 4 (효문동),033530.KS,KRX:033530,
코스피,027970,세하,031701,"펄프, 종이 및 판지 제조업","19,682,220","19,682,220,000","1,000",원(KRW),02-2056-8800,대구광역시 달성군 유가면 비슬로96길 97,027970.KS,KRX:027970,
코스피,145210,세화아이엠씨,032902,특수 목적용 기계 제조업,"11,882,640","5,941,320,000",500,원(KRW),062-944-6161,광주광역시 북구 첨단연신로29번길 26,145210.KS,KRX:145210,
코스피,004430,송원산업,032001,기초화학물질 제조업,"24,000,000","12,000,000,000",500,원(KRW),052-273-9841,울산광역시 남구 장생포로 83,004430.KS,KRX:004430,
코스피,017550,수산중공업,032902,특수 목적용 기계 제조업,"50,450,590","25,225,295,000",500,원(KRW),031-352-7733,경기도 화성시 양감면 정문송산로 260,017550.KS,KRX:017550,
코스피,003060,슈넬생명과학,032102,의약품 제조업,"80,389,947","40,194,973,500",500,원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)",003060.KS,KRX:003060,
코스피,016590,신대양제지,031702,"골판지, 종이 상자 및 종이 용기 제조업","3,869,237","19,346,185,000","5,000",원(KRW),031-494-7911,경기도 안산시 단원구 목내로 29,016590.KS,KRX:016590,
코스피,029530,신도리코,032603,컴퓨터 및 주변장치 제조업,"10,080,029","50,400,145,000","5,000",원(KRW),02-460-1114,서울특별시 성동구 성수이로24길 3 (주)신도리코,029530.KS,KRX:029530,
코스피,004970,신라교역,010301,어로 어업,"16,000,000","8,000,000,000",500,원(KRW),02-3434-9900,서울특별시 송파구 백제고분로 362 신리빌딩,004970.KS,KRX:004970,
코스피,011930,신성솔라에너지,032601,반도체 제조업,"75,525,800","37,872,900,000",500,원(KRW),031-788-9500,경기도 성남시 분당구 대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지,011930.KS,KRX:011930,
코스피,104120,신성에프에이,032902,특수 목적용 기계 제조업,"17,626,262","8,813,131,000",500,원(KRW),031-7889-453,경기도 성남시 분당구 대왕판교로 395번길 8(백현동),104120.KS,KRX:104120,
코스피,104110,신성이엔지,032902,특수 목적용 기계 제조업,"17,626,262","8,813,131,000",500,원(KRW),031-7889-453,경기도 성남시 분당구 대왕판교로395번길 8 백현동 404-1,104110.KS,KRX:104110,
코스피,005390,신성통상,074607,기타 전문 도매업,"143,708,390","71,854,195,000",500,원(KRW),02-3709-9000,서울특별시 강동구 풍성로63길 84(둔촌동),005390.KS,KRX:005390,
코스피,004170,신세계,074701,종합 소매업,"9,845,181","49,225,905,000","5,000",원(KRW),02-727-1234,서울특별시 중구 소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,004170.KS,KRX:004170,
코스피,035510,신세계I&C,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업","1,720,000","8,600,000,000","5,000",원(KRW),02-3397-1234,"서울특별시 중구 소공로 48 10층(회현로2가, 프라임타워)",035510.KS,KRX:035510,
코스피,034300,신세계건설,064101,건물 건설업,"4,000,000","20,000,000,000","5,000",원(KRW),02-3406-6620,서울특별시 중구 장충단로 180 신세계건설,034300.KS,KRX:034300,
코스피,031430,신세계인터내셔날,074704,"섬유, 의복, 신발 및 가죽제품 소매업","7,140,000","35,700,000,000","5,000",원(KRW),02-6979-1234,서울특별시 강남구 도산대로 449 -,031430.KS,KRX:031430,
코스피,031440,신세계푸드,095601,음식점업,"3,872,480","19,362,400,000","5,000",원(KRW),02-3397-6000,"서울특별시 서초구 사평대로 205 BP 4-7 (반포동,센트럴파미에가든)",031440.KS,KRX:031440,
코스피,006880,신송홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","11,828,858","5,914,429,000",500,원(KRW),27801400,서울특별시 영등포구 여의나루로 53-1,006880.KS,KRX:006880,
코스피,005800,신영와코루,031401,봉제의복 제조업,"900,000","4,500,000,000","5,000",원(KRW),02-818-5114,서울특별시 금천구 가산디지털1로 104 (주)신영와코루,005800.KS,KRX:005800,
코스피,001720,신영증권,116601,금융지원 서비스업,"9,386,237","82,200,000,000","5,000",원(KRW),02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)",001720.KS,KRX:001720,
코스피,025620,신우,031501,"가죽, 가방 및 유사제품 제조업","61,879,225","6,187,922,500",100,원(KRW),031-491-1841-5,경기도 안산시 단원구 해안로 121(목내동),025620.KS,KRX:025620,
코스피,009270,신원,031401,봉제의복 제조업,"63,303,370","31,697,055,000",500,원(KRW),02-3274-5000,서울특별시 마포구 독막로 328 신원빌딩,009270.KS,KRX:009270,
코스피,002700,신일산업,074605,기계장비 및 관련 물품 도매업,"69,461,032","34,730,516,000",500,원(KRW),02-6309-7800,경기도 화성시 정남면 음양5길 4,002700.KS,KRX:002700,
코스피,019170,신풍제약,032102,의약품 제조업,"45,218,000","23,709,000,000",500,원(KRW),031-491-6191,경기도 안산시 단원구 원시로 7,019170.KS,KRX:019170,
코스피,002870,신풍제지,031701,"펄프, 종이 및 판지 제조업","3,495,870","17,479,350,000","5,000",원(KRW),02-2156-7521,경기도 평택시 고덕면 고덕로 144-32 신풍제지,002870.KS,KRX:002870,
코스피,005450,신한,064101,건물 건설업,"7,022,839","35,114,195,000","5,000",원(KRW),02-369-0001,경기도 성남시 중원구 산성대로 208,005450.KS,KRX:005450,
코스피,055550,신한지주,116409,기타 금융업,"474,199,587","2,370,997,935,000","5,000",원(KRW),02-6360-3000,서울특별시 중구 세종대로9길 20 태평로2가,055550.KS,KRX:055550,
코스피,001770,신화실업,032401,1차 철강 제조업,"1,214,878","6,074,390,000","5,000",원(KRW),031-499-9922,"경기도 안산시 단원구 번영2로 31 (성곡동,시화4다706)",001770.KS,KRX:001770,
코스피,004080,신흥,074605,기계장비 및 관련 물품 도매업,"9,600,000","6,733,070,000",500,원(KRW),02-6366-2000,서울특별시 중구 청파로 450 (중림동) 신흥빌딩 8층 재경팀,004080.KS,KRX:004080,
코스피,102280,쌍방울,031401,봉제의복 제조업,"92,124,213","46,062,106,500",500,원(KRW),02-3485-6000,서울특별시 강남구 도산대로 549(청담동),102280.KS,KRX:102280,
코스피,047400,쌍용머티리얼,032302,도자기 및 기타 요업제품 제조업,"42,000,000","21,000,000,000",500,원(KRW),053-580-4130,대구광역시 달서구 성서공단남로 151,047400.KS,KRX:047400,
코스피,003410,쌍용양회공업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","74,660,436","375,639,890,000","5,000",원(KRW),02-2270-5114,서울특별시 중구 수표로 34 씨티센터타워 7~9층,003410.KS,KRX:003410,
코스피,003620,쌍용자동차,033003,자동차 부품 제조업,"137,220,096","686,100,480,000","5,000",원(KRW),031-610-1114,경기도 평택시 동삭로 455-12,003620.KS,KRX:003620,
코스피,004770,써니전자,032601,반도체 제조업,"26,460,000","14,180,000,000",500,원(KRW),043-853-1760,충청북도 충주시 목행산단2로 59,004770.KS,KRX:004770,
코스피,004920,씨아이테크,074605,기계장비 및 관련 물품 도매업,"34,851,677","17,425,838,500",500,원(KRW),02-2038-7882,"서울특별시 송파구 충민로 10 문정동, 가든파이브툴 9층 S31-1",004920.KS,KRX:004920,
코스피,112610,씨에스윈드,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","17,285,715","8,642,857,500",500,원(KRW),041-901-1827,충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩,112610.KS,KRX:112610,
코스피,008700,아남전자,032605,영상 및 음향기기 제조업,"77,124,820","38,562,410,000",500,원(KRW),02-6424-4700,서울특별시 구로구 디지털로27가길 27아남빌딩,008700.KS,KRX:008700,
코스피,090430,아모레퍼시픽,032004,기타 화학제품 제조업,"58,458,490","34,508,160,000",500,원(KRW),02-709-5114,서울특별시 중구 청계천로 100,090430.KS,KRX:090430,
코스피,002790,아모레퍼시픽그룹,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","79,790,980","43,117,375,000",500,원(KRW),02-709-5093,서울특별시 중구 청계천로 100,002790.KS,KRX:002790,
코스피,090370,아비스타,031401,봉제의복 제조업,"15,634,461","7,817,230,500",500,원(KRW),02-2189-7700,서울특별시 강남구 언주로 428(역삼동),090370.KS,KRX:090370,
코스피,002030,아세아,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","2,191,024","10,955,120,000","5,000",원(KRW),02-527-6582,서울특별시 강남구 논현로 430 아세아타워빌딩 14층,002030.KS,KRX:002030,
코스피,183190,아세아시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","3,295,809","16,479,045,000","5,000",원(KRW),02-527-6582,서울 강남구 역삼2동 726 아세아타워빌딩 14층,183190.KS,KRX:183190,
코스피,002310,아세아제지,031702,"골판지, 종이 상자 및 종이 용기 제조업","8,956,502","44,782,510,000","5,000",원(KRW),02-527-6882,서울특별시 강남구 논현로 430,002310.KS,KRX:002310,
코스피,083570,아시아10호,126901,운송장비 임대업,"2,607,905","13,039,525,000","5,000",원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7,083570.KS,KRX:083570,
코스피,020560,아시아나항공,085101,정기 항공 운송업,"195,101,365","975,506,825,000","5,000",원(KRW),02-2669-3114,서울특별시 강서구 오정로 443-83,020560.KS,KRX:020560,
코스피,083580,아시아퍼시픽11호,126901,운송장비 임대업,"2,607,905","13,039,525,000","5,000",원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7,083580.KS,KRX:083580,
코스피,083590,아시아퍼시픽12호,126901,운송장비 임대업,"2,607,905","13,039,525,000","5,000",원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7,083590.KS,KRX:083590,
코스피,083600,아시아퍼시픽13호,126901,운송장비 임대업,"2,607,905","13,039,525,000","5,000",원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7,083600.KS,KRX:083600,
코스피,083610,아시아퍼시픽14호,126901,운송장비 임대업,"1,946,194","9,730,970,000","5,000",원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7,083610.KS,KRX:083610,
코스피,083620,아시아퍼시픽15호,126901,운송장비 임대업,"1,946,583","9,732,915,000","5,000",원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7,083620.KS,KRX:083620,
코스피,122900,아이마켓코리아,074608,상품 종합 도매업,"35,943,340","18,166,670,000",500,원(KRW),02-3708-5678,서울특별시 강남구 삼성로 512 삼성동빌딩 16층,122900.KS,KRX:122900,
코스피,010780,아이에스동서,032302,도자기 및 기타 요업제품 제조업,"27,143,961","13,571,980,500",500,원(KRW),02-3218-6701,서울특별시 강남구 영동대로 741,010780.KS,KRX:010780,
코스피,003560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","143,309,751","71,654,875,500",500,원(KRW),02-6005-6230,서울특별시 강남구 선릉로 629 싸이더스HQ타워,003560.KS,KRX:003560,
코스피,033660,아주캐피탈,116409,기타 금융업,"57,545,890","287,729,450,000","5,000",원(KRW),02-2017-5400,대전광역시 서구 대덕대로 239,033660.KS,KRX:033660,
코스피,101140,아티스,074604,가정용품 도매업,"20,027,281","10,013,640,500",500,원(KRW),031-420-4900,"경기도 평택시 통미로 23 (합정동,1층)",101140.KS,KRX:101140,
코스피,001780,알루코,032402,1차 비철금속 제조업,"64,845,163","32,422,581,500",500,원(KRW),042-605-8300,대전광역시 대덕구 대화로119번길 31,001780.KS,KRX:001780,
코스피,002250,알보젠코리아,032102,의약품 제조업,"11,857,922","59,289,610,000","5,000",원(KRW),02-2047-7712,"서울특별시 영등포구 국제금융로10, 13층(여의도동, 서울국제금융센터 투 아이에프씨동)",002250.KS,KRX:002250,
코스피,161000,애경유화,032004,기타 화학제품 제조업,"3,204,000","16,020,000,000","5,000",,02-850-2000,서울특별시 구로구 공원로 7,161000.KS,KRX:161000,
코스피,011090,에넥스,033201,가구 제조업,"59,991,641","29,995,820,500",500,원(KRW),02-2185-2000,서울특별시 서초구 서초대로73길 40(서초동),011090.KS,KRX:011090,
코스피,093240,에리트베이직,031401,봉제의복 제조업,"16,903,736","8,451,868,000",500,원(KRW),02-3279-8015,서울특별시 금천구 가산디지털2로 169-37,093240.KS,KRX:093240,
코스피,005850,에스엘,033003,자동차 부품 제조업,"33,865,090","16,932,545,000",500,원(KRW),053-850-8511,대구광역시 북구 노원로 85,005850.KS,KRX:005850,
코스피,012750,에스원,147503,"경비, 경호 및 탐정업","37,999,178","18,999,589,000",500,원(KRW),00-1588-3112,서울 중구 순화동 168 에스원빌딩 17층 총무팀,012750.KS,KRX:012750,
코스피,123700,에스제이엠,033003,자동차 부품 제조업,"15,604,898","7,802,449,000",500,원(KRW),031-490-3838,경기도 안산시 단원구 별망로459번길 20 (주)에스제이엠,123700.KS,KRX:123700,
코스피,025530,에스제이엠홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","14,934,008","7,467,004,000",500,원(KRW),031-491-4151,경기도 안산시 단원구 별망로459번길 20,025530.KS,KRX:025530,
코스피,210980,에스케이디앤디,126801,부동산 임대 및 공급업,"9,870,000","9,870,000,000","1,000",원(KRW),02-398-4700,경기도 성남시 분당구 판교로 332 (삼평동),210980.KS,KRX:210980,
코스피,023960,에쓰씨엔지니어링,064102,토목 건설업,"10,176,982","5,088,491,000",500,원(KRW),02-2167-9090,서울특별시 영등포구 여의도동 23-6 한국HP빌딩,023960.KS,KRX:023960,
코스피,078520,에이블씨엔씨,032004,기타 화학제품 제조업,"14,003,642","7,001,821,000",500,원(KRW),02-6292-6789,서울특별시 금천구 가산디지털1로 119 SK트윈테크타워 A동 3층,078520.KS,KRX:078520,
